[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[146, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]
[153, 0, 20, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]
[155, 0, 20, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 60]
[161, 0, 20, 20, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 80]
[162, 0, 20, 20, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 100]
[177, 0, 20, 20, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 0, 0, 120]
[200, 0, 20, 40, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 0, 0, 140]
[232, 0, 20, 40, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 20, 0, 160]
[233, 0, 60, 40, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 20, 0, 180]
[244, 0, 60, 60, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 20, 0, 200]
[257, 0, 60, 60, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 40, 0, 20, 0, 20, 0, 220]
[266, 0, 60, 60, 0, 0, 0, 0, 0, 20, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 0, 240]
[271, 0, 80, 60, 0, 0, 0, 0, 0, 20, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 0, 260]
[278, 0, 80, 80, 0, 0, 0, 0, 0, 20, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 0, 280]
[291, 0, 80, 80, 0, 0, 0, 0, 0, 20, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 20, 300]
[296, 0, 80, 80, 0, 0, 0, 0, 0, 40, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 20, 320]
[323, 0, 80, 100, 0, 0, 0, 0, 0, 40, 0, 20, 0, 20, 0, 40, 0, 20, 0, 20, 20, 340]
[335, 0, 80, 100, 0, 0, 0, 0, 0, 40, 0, 20, 0, 20, 0, 40, 0, 20, 0, 40, 20, 360]
[338, 0, 80, 100, 0, 40, 0, 0, 0, 40, 0, 20, 0, 20, 0, 40, 0, 20, 0, 40, 20, 380]
