[109, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]
[118, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]
[119, 0, 0, 0, 0, 0, 20, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60]
[122, 0, 0, 0, 0, 0, 20, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 100]
[126, 0, 0, 0, 20, 0, 20, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 120]
[134, 0, 0, 0, 20, 0, 20, 0, 20, 20, 0, 0, 20, 0, 0, 0, 0, 20, 20, 0, 0, 140]
[136, 0, 0, 0, 20, 0, 20, 0, 20, 20, 0, 0, 20, 0, 20, 0, 0, 20, 20, 0, 0, 160]
[140, 0, 0, 0, 20, 0, 20, 0, 20, 20, 20, 0, 20, 0, 20, 0, 0, 20, 20, 0, 0, 180]
[142, 0, 0, 0, 20, 0, 20, 0, 20, 20, 20, 0, 20, 0, 20, 20, 0, 20, 20, 0, 0, 200]
[150, 0, 20, 0, 20, 0, 20, 0, 20, 20, 20, 0, 20, 0, 20, 20, 0, 20, 20, 0, 0, 220]
[151, 0, 20, 0, 20, 0, 20, 0, 20, 20, 20, 20, 20, 0, 20, 20, 0, 20, 20, 0, 0, 240]
[164, 0, 20, 0, 20, 0, 20, 0, 20, 20, 20, 20, 20, 0, 20, 20, 0, 20, 20, 0, 20, 260]
[180, 0, 20, 20, 20, 0, 20, 0, 20, 20, 20, 20, 20, 0, 20, 20, 0, 20, 20, 0, 20, 280]
[210, 0, 20, 20, 20, 0, 20, 20, 20, 20, 20, 20, 20, 0, 20, 20, 0, 20, 20, 0, 20, 300]
[215, 0, 20, 20, 20, 0, 20, 20, 20, 20, 20, 20, 20, 0, 20, 20, 0, 20, 20, 20, 20, 320]
[219, 0, 20, 20, 20, 0, 20, 20, 20, 20, 20, 20, 20, 0, 20, 20, 40, 20, 20, 20, 20, 340]
[233, 0, 20, 20, 20, 0, 20, 20, 40, 20, 20, 20, 20, 0, 20, 20, 40, 20, 20, 20, 20, 360]
[234, 0, 20, 20, 20, 20, 20, 20, 40, 20, 20, 20, 20, 0, 20, 20, 40, 20, 40, 20, 20, 400]
[242, 0, 20, 20, 40, 20, 40, 20, 40, 20, 20, 20, 20, 0, 20, 20, 40, 20, 40, 20, 20, 440]
[256, 0, 20, 20, 40, 20, 40, 20, 40, 20, 40, 20, 20, 0, 20, 20, 40, 20, 40, 20, 20, 460]
[257, 0, 20, 20, 40, 20, 40, 20, 40, 20, 40, 20, 40, 0, 20, 20, 40, 20, 40, 20, 20, 480]
[262, 20, 20, 20, 40, 20, 40, 20, 40, 20, 40, 20, 40, 0, 20, 20, 40, 20, 40, 20, 20, 500]
[286, 20, 20, 20, 40, 20, 40, 20, 40, 20, 40, 20, 40, 0, 40, 20, 40, 20, 40, 20, 20, 520]
[315, 20, 20, 40, 40, 20, 40, 20, 40, 20, 40, 20, 40, 0, 40, 20, 40, 20, 40, 20, 20, 540]
[321, 20, 20, 40, 40, 20, 40, 20, 40, 20, 40, 20, 40, 0, 40, 20, 60, 20, 40, 20, 20, 560]
[328, 20, 20, 40, 40, 20, 40, 40, 40, 20, 40, 20, 40, 0, 40, 20, 60, 20, 40, 20, 20, 580]
[329, 20, 40, 40, 40, 20, 40, 40, 40, 20, 40, 20, 40, 0, 40, 20, 60, 40, 40, 20, 40, 640]
[341, 20, 40, 40, 40, 20, 40, 40, 40, 20, 40, 20, 40, 0, 40, 20, 60, 40, 60, 20, 40, 660]
[341, 20, 40, 40, 40, 20, 40, 40, 40, 40, 40, 20, 40, 0, 40, 20, 60, 40, 60, 20, 40, 680]
[357, 20, 40, 40, 40, 20, 40, 40, 40, 40, 40, 40, 40, 0, 40, 40, 60, 40, 60, 20, 40, 720]
[360, 20, 40, 40, 40, 20, 40, 40, 60, 40, 40, 40, 40, 0, 40, 40, 60, 40, 60, 20, 40, 740]
[364, 20, 40, 40, 40, 20, 40, 40, 60, 40, 40, 40, 40, 40, 40, 40, 60, 40, 60, 20, 40, 760]
[366, 20, 40, 40, 40, 20, 60, 40, 60, 40, 40, 40, 40, 40, 40, 40, 60, 40, 60, 20, 40, 780]
[396, 20, 40, 40, 40, 40, 60, 40, 60, 40, 40, 40, 40, 40, 40, 40, 60, 40, 60, 20, 40, 800]
[404, 20, 40, 40, 40, 40, 60, 40, 60, 40, 40, 40, 60, 40, 40, 40, 60, 40, 60, 20, 40, 820]
[415, 20, 40, 40, 40, 40, 60, 40, 60, 40, 40, 40, 60, 40, 40, 40, 80, 40, 60, 20, 40, 840]
[418, 20, 40, 40, 40, 40, 60, 60, 60, 40, 40, 40, 60, 40, 40, 40, 80, 40, 60, 20, 40, 860]
[420, 20, 40, 40, 40, 40, 60, 60, 60, 40, 40, 40, 60, 40, 60, 40, 80, 40, 60, 20, 40, 880]
[440, 20, 40, 60, 40, 40, 60, 60, 60, 40, 40, 40, 60, 40, 60, 40, 80, 40, 60, 20, 40, 900]
[456, 20, 40, 60, 40, 40, 60, 60, 60, 60, 40, 40, 60, 40, 60, 40, 80, 40, 60, 20, 40, 920]
[463, 20, 40, 60, 40, 40, 60, 60, 60, 60, 40, 60, 60, 40, 60, 40, 80, 40, 60, 20, 40, 940]
[473, 20, 40, 60, 40, 40, 60, 60, 80, 60, 40, 60, 60, 40, 60, 40, 80, 40, 60, 20, 40, 960]
[474, 20, 60, 60, 40, 40, 60, 60, 80, 60, 40, 60, 60, 40, 60, 40, 100, 40, 60, 20, 40, 1000]
[475, 40, 60, 60, 40, 40, 60, 60, 80, 60, 40, 60, 60, 40, 60, 40, 100, 40, 60, 20, 40, 1020]
[491, 40, 60, 60, 40, 40, 60, 60, 80, 60, 40, 60, 60, 40, 60, 60, 100, 40, 60, 20, 40, 1040]
