[75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 20]
[76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 40]
[85, 0, 0, 0, 20, 0, 20, 0, 0, 0, 0, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 80]
[86, 0, 0, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 100]
[105, 0, 20, 0, 20, 0, 20, 0, 0, 0, 20, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 120]
[132, 0, 20, 0, 20, 0, 20, 0, 0, 20, 20, 0, 20, 0, 20, 0, 0, 0, 0, 0, 0, 140]
[150, 0, 20, 0, 20, 20, 20, 0, 0, 20, 20, 20, 20, 0, 20, 0, 0, 0, 0, 0, 0, 180]
[155, 0, 20, 0, 20, 20, 20, 0, 0, 20, 20, 20, 20, 0, 20, 0, 40, 0, 0, 0, 0, 200]
[156, 0, 20, 0, 20, 20, 40, 0, 0, 20, 20, 20, 20, 0, 20, 0, 40, 0, 0, 0, 0, 220]
[160, 0, 20, 0, 20, 20, 40, 0, 0, 20, 20, 20, 40, 0, 20, 0, 40, 0, 0, 0, 0, 240]
[161, 20, 20, 20, 20, 20, 40, 0, 0, 20, 20, 20, 40, 0, 20, 0, 40, 0, 0, 0, 0, 280]
[163, 20, 20, 20, 20, 20, 40, 20, 0, 20, 20, 20, 40, 0, 20, 0, 40, 0, 0, 0, 0, 300]
[166, 20, 20, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 0, 20, 0, 40, 0, 0, 0, 0, 320]
[182, 20, 20, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 0, 20, 0, 40, 0, 60, 0, 0, 340]
[183, 20, 20, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 0, 40, 0, 40, 0, 60, 0, 0, 360]
[187, 20, 20, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 0, 40, 40, 40, 0, 60, 0, 0, 380]
[188, 20, 20, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 40, 40, 40, 40, 0, 60, 0, 0, 400]
[190, 20, 40, 20, 40, 20, 40, 20, 0, 20, 20, 20, 40, 40, 40, 40, 40, 0, 60, 0, 0, 420]
[212, 20, 40, 20, 40, 20, 60, 20, 0, 20, 20, 20, 40, 40, 40, 40, 40, 0, 60, 0, 40, 460]
[223, 20, 40, 20, 40, 20, 60, 20, 0, 20, 20, 20, 40, 40, 40, 40, 60, 0, 60, 0, 40, 480]
[224, 20, 40, 20, 40, 20, 60, 20, 0, 20, 20, 20, 60, 40, 40, 40, 60, 0, 60, 0, 40, 500]
[224, 20, 40, 20, 40, 20, 60, 40, 0, 20, 20, 20, 60, 40, 40, 40, 60, 0, 60, 0, 40, 520]
[225, 20, 40, 20, 40, 40, 60, 40, 0, 20, 20, 20, 60, 40, 40, 40, 60, 0, 60, 0, 40, 540]
[229, 20, 40, 20, 40, 40, 60, 40, 0, 20, 20, 40, 60, 40, 40, 40, 60, 0, 60, 0, 40, 560]
[236, 20, 40, 20, 40, 40, 60, 40, 0, 20, 60, 40, 60, 40, 40, 40, 60, 0, 60, 0, 40, 580]
[237, 20, 40, 20, 60, 40, 60, 40, 0, 20, 60, 40, 60, 40, 40, 40, 60, 0, 60, 0, 40, 600]
[238, 20, 40, 20, 60, 40, 60, 40, 0, 20, 60, 40, 60, 40, 40, 60, 60, 0, 60, 0, 40, 620]
[242, 20, 40, 20, 60, 40, 60, 40, 0, 20, 60, 40, 60, 40, 40, 60, 60, 0, 80, 0, 40, 640]
[243, 40, 40, 20, 60, 40, 60, 40, 0, 20, 60, 40, 60, 40, 40, 60, 60, 0, 80, 0, 40, 660]
[250, 40, 40, 20, 60, 40, 60, 40, 60, 20, 60, 40, 60, 40, 40, 60, 60, 0, 80, 0, 40, 680]
[263, 40, 40, 20, 60, 40, 60, 40, 60, 20, 60, 40, 60, 40, 40, 60, 60, 0, 80, 40, 40, 700]
[272, 40, 40, 20, 60, 40, 60, 40, 60, 60, 60, 40, 60, 40, 60, 60, 60, 0, 80, 40, 40, 740]
[272, 40, 40, 20, 60, 40, 60, 40, 60, 60, 60, 40, 60, 60, 60, 60, 60, 0, 80, 40, 40, 760]
[275, 40, 40, 20, 60, 40, 60, 40, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 80, 40, 40, 780]
[286, 40, 40, 60, 60, 40, 60, 40, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 80, 40, 40, 800]
[287, 40, 40, 60, 60, 40, 60, 40, 60, 60, 60, 60, 60, 60, 60, 60, 60, 40, 80, 40, 40, 820]
[295, 60, 40, 60, 60, 40, 60, 40, 60, 60, 60, 60, 60, 60, 60, 60, 60, 40, 80, 40, 40, 840]
[302, 60, 40, 60, 60, 40, 60, 40, 60, 60, 60, 60, 80, 60, 60, 60, 60, 40, 80, 40, 60, 880]
[310, 60, 40, 60, 60, 40, 60, 40, 60, 60, 80, 60, 80, 60, 60, 60, 60, 40, 80, 40, 60, 900]
[311, 60, 40, 60, 60, 40, 60, 60, 60, 60, 80, 60, 80, 60, 60, 60, 60, 40, 80, 40, 60, 920]
[343, 60, 40, 60, 60, 40, 60, 60, 80, 60, 80, 60, 80, 60, 60, 60, 60, 40, 80, 40, 60, 940]
[351, 60, 40, 60, 60, 40, 60, 60, 80, 60, 80, 60, 80, 60, 60, 60, 60, 60, 80, 40, 60, 960]
[356, 60, 40, 60, 60, 40, 100, 60, 80, 60, 80, 60, 80, 60, 60, 60, 60, 60, 80, 40, 60, 980]
[359, 60, 40, 60, 60, 40, 100, 60, 80, 60, 80, 60, 80, 60, 80, 60, 60, 60, 80, 40, 60, 1000]
[366, 60, 40, 60, 60, 40, 100, 60, 80, 60, 80, 60, 100, 60, 80, 60, 60, 60, 80, 40, 60, 1020]
[368, 60, 40, 60, 60, 40, 100, 60, 80, 60, 80, 60, 100, 60, 80, 60, 100, 60, 80, 40, 60, 1040]
