[89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 20]
[110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 20, 0, 0, 0, 40]
[113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 0, 20, 0, 0, 0, 60]
[113, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 20, 20, 0, 0, 0, 0, 20, 0, 20, 0, 100]
[120, 0, 0, 0, 20, 20, 0, 0, 0, 20, 0, 20, 20, 0, 0, 0, 0, 20, 0, 20, 0, 140]
[131, 0, 0, 0, 20, 20, 0, 20, 0, 20, 0, 20, 20, 0, 0, 0, 0, 20, 0, 20, 0, 160]
[134, 0, 0, 0, 20, 20, 0, 20, 0, 20, 0, 20, 20, 20, 0, 0, 0, 20, 0, 20, 0, 180]
[144, 0, 0, 0, 20, 20, 0, 20, 0, 20, 0, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 200]
[158, 0, 0, 20, 20, 20, 0, 20, 0, 20, 0, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 220]
[161, 0, 0, 20, 20, 20, 20, 20, 0, 20, 0, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 240]
[167, 0, 0, 20, 20, 20, 20, 20, 0, 20, 20, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 260]
[173, 0, 0, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 280]
[185, 0, 0, 20, 20, 20, 20, 20, 20, 40, 20, 20, 20, 20, 0, 0, 0, 20, 0, 20, 20, 300]
[187, 0, 0, 20, 20, 20, 20, 20, 20, 40, 20, 20, 20, 20, 0, 40, 0, 20, 0, 20, 20, 320]
[199, 0, 0, 20, 20, 20, 20, 20, 20, 40, 20, 20, 20, 20, 0, 40, 20, 20, 0, 20, 20, 340]
